pol_num,status,issue_date,inc_guar,qual,age,product,gender,wd_age,term_date
15769,Active,2018-10-21,TRUE,TRUE,64,c,F,80,NA
15770,Active,2019-11-09,FALSE,TRUE,78,b,M,78,NA
15771,Active,2017-11-18,TRUE,FALSE,69,a,F,69,NA
15772,Active,2017-03-10,FALSE,FALSE,80,c,M,80,NA
15773,Surrender,2010-07-15,FALSE,FALSE,56,b,F,70,2016-06-22
15774,Active,2010-06-25,TRUE,TRUE,73,a,F,75,NA
15775,Active,2005-05-18,FALSE,TRUE,66,c,F,73,NA
15776,Active,2019-03-12,TRUE,FALSE,75,c,M,75,NA
15777,Active,2007-02-28,TRUE,TRUE,60,c,M,62,NA
15778,Active,2018-02-13,TRUE,FALSE,53,a,M,67,NA
15779,Surrender,2010-11-17,TRUE,FALSE,63,a,M,63,2010-12-18
15780,Death,2005-08-30,TRUE,TRUE,68,b,M,68,2013-09-19
15781,Active,2016-10-17,TRUE,TRUE,58,b,M,67,NA
15782,Surrender,2019-02-25,TRUE,TRUE,59,a,F,72,2019-08-29
15783,Active,2015-09-21,FALSE,TRUE,69,c,F,71,NA
15784,Surrender,2005-10-20,TRUE,TRUE,46,c,F,64,2018-05-16
15785,Active,2011-10-28,TRUE,TRUE,74,b,M,74,NA
15786,Active,2009-09-01,TRUE,FALSE,68,c,F,78,NA
15787,Active,2011-10-14,TRUE,TRUE,59,a,F,59,NA
15788,Active,2006-07-02,FALSE,TRUE,68,c,M,74,NA
15789,Active,2012-03-31,TRUE,TRUE,74,a,F,74,NA
15790,Active,2018-01-21,TRUE,TRUE,66,a,F,66,NA
15791,Active,2018-02-22,FALSE,FALSE,57,a,M,57,NA
15792,Active,2014-10-27,FALSE,FALSE,69,c,M,69,NA
15793,Active,2010-01-29,FALSE,FALSE,65,b,F,78,NA
15794,Active,2009-05-18,TRUE,FALSE,69,a,M,69,NA
15795,Active,2012-10-26,TRUE,FALSE,51,c,M,71,NA
15796,Active,2018-09-22,TRUE,TRUE,74,c,M,74,NA
15797,Death,2018-09-16,FALSE,TRUE,68,c,F,68,2018-10-13
15798,Active,2008-12-11,TRUE,FALSE,58,b,F,79,NA
15799,Active,2018-01-26,FALSE,FALSE,67,c,F,78,NA
15800,Active,2014-09-14,TRUE,FALSE,57,c,M,78,NA
15801,Surrender,2010-02-16,TRUE,TRUE,43,a,M,61,2018-02-26
15802,Surrender,2005-04-05,TRUE,FALSE,64,c,M,64,2019-10-22
15803,Active,2016-07-28,TRUE,FALSE,53,c,F,65,NA
15804,Active,2010-10-08,TRUE,TRUE,55,c,F,61,NA
15805,Active,2018-11-24,FALSE,TRUE,53,c,F,70,NA
15806,Active,2008-12-06,FALSE,FALSE,48,c,F,61,NA
15807,Active,2012-05-18,TRUE,FALSE,68,a,M,68,NA
15808,Death,2006-05-31,FALSE,TRUE,72,b,F,72,2017-10-31
15809,Surrender,2008-01-21,TRUE,TRUE,60,c,F,66,2016-12-17
15810,Active,2011-02-23,TRUE,FALSE,46,c,F,71,NA
15811,Surrender,2006-03-23,FALSE,FALSE,73,c,F,73,2017-03-31
15812,Active,2012-11-09,TRUE,FALSE,57,a,F,57,NA
15813,Active,2016-12-06,TRUE,FALSE,61,a,F,69,NA
15814,Active,2016-01-02,TRUE,FALSE,65,c,M,66,NA
15815,Death,2011-08-30,TRUE,FALSE,68,c,M,68,2014-06-19
15816,Surrender,2014-07-02,FALSE,FALSE,77,c,M,77,2018-07-18
15817,Surrender,2005-05-10,FALSE,TRUE,49,c,M,62,2015-12-06
15818,Surrender,2008-01-03,FALSE,FALSE,70,c,M,70,2018-05-16
15819,Active,2017-12-13,TRUE,FALSE,60,a,F,69,NA
15820,Surrender,2009-04-19,FALSE,TRUE,69,c,F,69,2018-12-12
15821,Surrender,2005-02-09,TRUE,FALSE,52,c,F,74,2015-11-03
15822,Death,2005-06-30,TRUE,FALSE,66,a,F,78,2017-02-13
15823,Active,2019-03-31,FALSE,FALSE,55,c,F,74,NA
15824,Active,2015-09-24,TRUE,TRUE,59,b,F,67,NA
15825,Death,2015-06-02,TRUE,FALSE,73,b,M,73,2015-10-17
15826,Active,2019-03-22,TRUE,FALSE,57,c,M,61,NA
15827,Active,2012-01-27,FALSE,TRUE,52,a,M,60,NA
15828,Active,2010-12-17,TRUE,TRUE,77,b,F,77,NA
15829,Active,2018-02-02,TRUE,TRUE,68,a,M,68,NA
15830,Active,2010-05-18,FALSE,TRUE,64,a,M,69,NA
15831,Active,2018-04-18,TRUE,TRUE,46,a,M,68,NA
15832,Active,2011-07-10,TRUE,TRUE,59,c,F,80,NA
15833,Surrender,2005-09-28,TRUE,FALSE,65,a,F,79,2016-11-22
15834,Surrender,2011-05-09,FALSE,FALSE,54,c,M,72,2018-06-14
15835,Active,2018-04-10,TRUE,FALSE,56,c,F,80,NA
15836,Active,2016-06-10,FALSE,FALSE,71,a,M,71,NA
15837,Active,2010-05-23,TRUE,TRUE,55,b,F,69,NA
15838,Active,2018-06-01,TRUE,TRUE,73,a,M,73,NA
15839,Active,2016-11-26,FALSE,FALSE,68,c,F,78,NA
15840,Active,2010-01-18,TRUE,TRUE,51,b,M,70,NA
15841,Active,2012-10-30,TRUE,FALSE,70,c,M,70,NA
15842,Active,2013-06-04,TRUE,FALSE,60,b,F,78,NA
15843,Active,2014-08-10,FALSE,FALSE,48,a,F,68,NA
15844,Active,2010-02-26,FALSE,TRUE,60,c,F,65,NA
15845,Active,2012-08-19,FALSE,TRUE,72,c,M,80,NA
15846,Death,2010-11-12,TRUE,TRUE,76,a,M,76,2012-05-27
15847,Active,2012-04-26,TRUE,TRUE,49,b,M,58,NA
15848,Active,2007-10-16,TRUE,TRUE,57,c,F,62,NA
15849,Active,2008-09-26,TRUE,TRUE,60,b,M,60,NA
15850,Active,2016-03-09,TRUE,TRUE,47,a,F,72,NA
15851,Active,2013-07-09,TRUE,TRUE,65,a,M,79,NA
15852,Surrender,2006-06-04,TRUE,TRUE,51,c,M,79,2017-02-15
15853,Surrender,2006-01-12,TRUE,FALSE,55,c,M,70,2017-05-11
15854,Active,2017-04-07,FALSE,FALSE,47,c,M,75,NA
15855,Active,2016-08-13,TRUE,FALSE,55,c,M,58,NA
15856,Death,2007-08-10,TRUE,FALSE,59,b,F,59,2012-08-01
15857,Active,2011-01-28,FALSE,TRUE,54,a,M,54,NA
15858,Active,2009-07-29,FALSE,TRUE,65,b,M,65,NA
15859,Active,2018-11-16,FALSE,FALSE,50,a,F,73,NA
15860,Active,2008-10-06,TRUE,TRUE,64,a,F,76,NA
15861,Active,2008-12-19,TRUE,TRUE,53,c,M,63,NA
15862,Active,2016-11-18,TRUE,FALSE,60,a,F,74,NA
15863,Surrender,2010-04-02,TRUE,FALSE,66,b,M,66,2016-12-10
15864,Active,2017-04-11,TRUE,TRUE,55,c,F,63,NA
15865,Active,2007-05-08,TRUE,TRUE,66,b,F,66,NA
15866,Active,2019-11-28,TRUE,FALSE,47,b,F,69,NA
15867,Active,2017-03-18,TRUE,FALSE,56,b,M,75,NA
15868,Active,2008-05-29,TRUE,TRUE,59,c,M,67,NA
15869,Active,2014-02-15,FALSE,TRUE,70,a,F,70,NA
15870,Surrender,2016-05-17,TRUE,FALSE,63,a,M,67,2018-11-29
15871,Active,2017-08-14,FALSE,FALSE,63,a,M,64,NA
15872,Active,2007-02-10,TRUE,TRUE,50,c,M,66,NA
15873,Active,2011-07-31,FALSE,TRUE,58,c,M,69,NA
15874,Active,2018-04-16,TRUE,FALSE,78,b,M,78,NA
15875,Active,2015-11-05,TRUE,TRUE,44,b,F,52,NA
15876,Surrender,2010-03-01,FALSE,FALSE,60,c,M,61,2019-05-18
15877,Active,2013-07-07,TRUE,FALSE,62,c,M,62,NA
15878,Active,2017-04-06,FALSE,TRUE,53,c,M,63,NA
15879,Surrender,2005-05-21,FALSE,TRUE,60,c,F,66,2012-12-17
15880,Active,2016-06-24,TRUE,FALSE,59,c,M,68,NA
15881,Active,2019-11-12,FALSE,FALSE,66,c,M,66,NA
15882,Active,2016-01-19,FALSE,FALSE,74,c,F,78,NA
15883,Active,2018-04-24,FALSE,TRUE,75,c,F,75,NA
15884,Death,2016-07-04,TRUE,TRUE,69,c,M,71,2017-12-15
15885,Active,2017-07-20,TRUE,FALSE,60,a,F,61,NA
15886,Active,2019-05-29,FALSE,TRUE,63,a,F,71,NA
15887,Surrender,2005-01-24,TRUE,FALSE,64,c,F,66,2015-06-29
15888,Active,2009-12-18,FALSE,FALSE,73,c,F,73,NA
15889,Surrender,2011-07-07,FALSE,FALSE,56,a,M,77,2017-06-10
15890,Active,2016-08-15,FALSE,TRUE,65,b,M,66,NA
15891,Active,2016-12-21,TRUE,FALSE,60,a,F,62,NA
15892,Active,2015-07-19,FALSE,FALSE,63,a,F,69,NA
15893,Active,2007-06-15,TRUE,TRUE,54,b,M,66,NA
15894,Active,2010-05-24,TRUE,TRUE,75,c,F,75,NA
15895,Active,2017-04-02,FALSE,TRUE,75,b,M,75,NA
15896,Active,2014-02-08,FALSE,FALSE,76,c,M,76,NA
15897,Surrender,2012-09-29,FALSE,TRUE,47,c,F,76,2017-10-05
15898,Active,2018-10-21,TRUE,TRUE,73,c,F,75,NA
15899,Active,2009-04-28,FALSE,TRUE,56,c,F,61,NA
15900,Active,2005-05-24,TRUE,TRUE,59,a,M,73,NA
15901,Active,2007-01-10,TRUE,FALSE,59,c,M,79,NA
15902,Surrender,2006-10-23,TRUE,TRUE,56,c,F,57,2018-12-14
15903,Surrender,2007-03-28,TRUE,FALSE,56,b,F,80,2017-10-13
15904,Active,2013-06-27,TRUE,FALSE,78,c,M,78,NA
15905,Surrender,2008-08-03,FALSE,FALSE,66,a,M,68,2019-06-02
15906,Active,2009-11-15,FALSE,FALSE,65,b,M,80,NA
15907,Surrender,2009-09-05,TRUE,FALSE,57,b,F,69,2018-08-22
15908,Active,2011-03-29,TRUE,TRUE,73,b,M,76,NA
15909,Active,2006-08-08,FALSE,FALSE,77,b,M,77,NA
15910,Active,2005-04-03,FALSE,TRUE,59,a,F,76,NA
15911,Active,2013-11-29,TRUE,FALSE,55,b,F,67,NA
15912,Active,2013-10-03,TRUE,FALSE,66,c,M,78,NA
15913,Active,2016-03-01,TRUE,TRUE,59,a,M,59,NA
15914,Active,2017-03-10,FALSE,TRUE,68,a,M,68,NA
15915,Active,2009-03-13,TRUE,FALSE,69,c,M,69,NA
15916,Active,2017-10-07,TRUE,TRUE,75,b,M,75,NA
15917,Active,2009-08-04,TRUE,TRUE,58,c,F,69,NA
15918,Active,2011-11-29,FALSE,TRUE,50,b,F,70,NA
15919,Surrender,2006-01-15,FALSE,TRUE,46,b,M,55,2017-09-26
15920,Active,2016-10-26,TRUE,FALSE,56,c,M,59,NA
15921,Death,2016-06-21,FALSE,FALSE,74,c,M,74,2016-09-14
15922,Surrender,2007-03-05,FALSE,TRUE,68,b,M,74,2011-09-02
15923,Active,2009-11-06,TRUE,TRUE,60,b,M,65,NA
15924,Active,2014-11-16,FALSE,FALSE,59,c,M,59,NA
15925,Active,2014-01-19,TRUE,FALSE,74,b,M,74,NA
15926,Active,2008-06-29,TRUE,TRUE,67,c,M,76,NA
15927,Surrender,2007-12-22,FALSE,TRUE,65,b,M,78,2019-01-30
15928,Death,2008-02-05,TRUE,TRUE,79,c,F,79,2012-08-24
15929,Active,2005-01-06,FALSE,FALSE,66,b,F,66,NA
15930,Active,2015-07-24,TRUE,TRUE,73,a,M,78,NA
15931,Active,2006-03-23,TRUE,TRUE,67,c,F,79,NA
15932,Active,2017-06-27,FALSE,TRUE,66,a,F,74,NA
15933,Active,2016-10-03,FALSE,FALSE,72,c,M,72,NA
15934,Active,2016-08-05,FALSE,TRUE,52,b,F,63,NA
15935,Active,2016-09-05,TRUE,TRUE,70,c,M,71,NA
15936,Active,2005-05-10,FALSE,FALSE,56,a,M,58,NA
15937,Active,2014-01-20,TRUE,FALSE,65,c,F,65,NA
15938,Active,2010-11-10,TRUE,FALSE,65,c,M,65,NA
15939,Active,2008-02-21,TRUE,TRUE,53,c,M,62,NA
15940,Active,2011-01-29,FALSE,TRUE,65,c,M,66,NA
15941,Active,2015-02-17,FALSE,FALSE,56,c,F,78,NA
15942,Active,2012-04-30,FALSE,TRUE,62,c,M,62,NA
15943,Active,2010-04-16,TRUE,FALSE,55,c,F,61,NA
15944,Active,2008-03-06,FALSE,TRUE,67,c,F,77,NA
15945,Active,2006-11-12,TRUE,TRUE,62,c,F,70,NA
15946,Active,2006-11-03,TRUE,TRUE,63,b,F,63,NA
15947,Surrender,2008-09-19,TRUE,TRUE,60,c,F,79,2018-12-13
15948,Surrender,2006-04-30,TRUE,TRUE,54,b,M,70,2018-12-07
15949,Surrender,2005-04-02,TRUE,TRUE,74,a,F,74,2014-04-10
15950,Active,2009-03-14,TRUE,FALSE,52,a,F,62,NA
15951,Death,2010-05-26,TRUE,TRUE,59,c,M,69,2013-12-08
15952,Active,2013-05-02,TRUE,FALSE,66,a,M,66,NA
15953,Active,2009-01-10,TRUE,FALSE,65,c,F,79,NA
15954,Active,2006-06-27,FALSE,TRUE,61,c,M,63,NA
15955,Active,2016-03-20,TRUE,FALSE,58,c,M,77,NA
15956,Active,2010-10-21,TRUE,TRUE,58,c,M,62,NA
15957,Surrender,2007-10-13,FALSE,FALSE,67,b,F,68,2014-06-10
15958,Active,2014-12-01,TRUE,FALSE,56,c,F,78,NA
15959,Active,2018-03-14,TRUE,TRUE,61,b,F,68,NA
15960,Death,2007-08-20,TRUE,TRUE,78,c,M,78,2013-08-12
15961,Active,2017-10-18,TRUE,FALSE,64,c,F,71,NA
15962,Active,2009-08-22,TRUE,TRUE,80,c,M,80,NA
15963,Active,2009-11-28,FALSE,TRUE,46,b,M,77,NA
15964,Active,2018-01-28,TRUE,TRUE,52,c,M,69,NA
15965,Active,2016-08-05,TRUE,FALSE,53,a,F,53,NA
15966,Surrender,2006-06-25,FALSE,TRUE,69,b,F,69,2016-10-28
15967,Active,2009-05-03,TRUE,FALSE,67,c,M,67,NA
15968,Active,2012-11-04,TRUE,TRUE,72,c,F,72,NA
15969,Death,2017-02-05,TRUE,TRUE,64,b,F,69,2019-08-10
15970,Active,2013-07-26,TRUE,TRUE,57,c,F,68,NA
15971,Active,2011-08-16,FALSE,TRUE,58,a,M,69,NA
15972,Surrender,2008-07-25,TRUE,FALSE,59,c,M,69,2018-12-23
15973,Active,2018-12-02,TRUE,TRUE,71,a,F,71,NA
15974,Active,2019-02-28,TRUE,FALSE,72,c,F,80,NA
15975,Active,2008-11-24,TRUE,FALSE,72,c,M,76,NA
15976,Death,2006-02-19,FALSE,FALSE,68,b,M,70,2011-04-14
15977,Active,2018-06-21,FALSE,TRUE,63,a,F,63,NA
15978,Surrender,2008-04-21,FALSE,FALSE,55,c,F,79,2020-04-09
15979,Active,2009-06-16,FALSE,FALSE,80,c,M,80,NA
15980,Active,2009-05-13,TRUE,FALSE,72,c,F,72,NA
15981,Active,2011-05-18,FALSE,FALSE,66,b,M,67,NA
15982,Surrender,2011-05-03,FALSE,FALSE,74,b,F,80,2019-11-28
15983,Active,2006-08-03,TRUE,TRUE,68,c,F,78,NA
15984,Death,2011-01-07,FALSE,TRUE,79,a,F,79,2011-01-17
15985,Active,2019-05-26,TRUE,TRUE,72,c,F,77,NA
15986,Active,2006-10-09,TRUE,TRUE,68,c,F,68,NA
15987,Active,2018-07-10,TRUE,FALSE,68,c,F,68,NA
15988,Active,2006-12-28,TRUE,FALSE,53,c,M,64,NA
15989,Active,2013-10-15,FALSE,TRUE,67,c,M,70,NA
15990,Active,2008-10-22,FALSE,FALSE,54,c,F,63,NA
15991,Active,2015-04-19,TRUE,TRUE,55,c,F,55,NA
15992,Surrender,2007-12-22,FALSE,TRUE,60,b,M,69,2009-11-06
15993,Active,2015-07-14,TRUE,TRUE,57,c,F,62,NA
15994,Surrender,2007-07-05,TRUE,FALSE,67,b,F,70,2018-01-18
15995,Active,2017-06-07,FALSE,TRUE,69,c,F,69,NA
15996,Surrender,2007-06-02,TRUE,TRUE,73,a,F,73,2017-03-09
15997,Surrender,2008-07-02,TRUE,TRUE,77,a,F,77,2018-09-26
15998,Active,2017-01-15,TRUE,FALSE,68,c,F,77,NA
15999,Active,2010-01-31,TRUE,TRUE,59,a,M,62,NA
16000,Active,2019-09-01,TRUE,TRUE,71,b,M,74,NA
16001,Surrender,2008-04-05,FALSE,TRUE,66,b,F,66,2018-06-25
16002,Active,2013-07-11,FALSE,FALSE,68,c,F,68,NA
16003,Active,2019-05-05,FALSE,TRUE,64,c,F,68,NA
16004,Active,2011-09-15,TRUE,TRUE,52,c,M,75,NA
16005,Death,2018-09-09,FALSE,FALSE,62,c,F,76,2019-07-20
16006,Death,2008-10-20,TRUE,FALSE,74,b,F,74,2014-08-09
16007,Active,2009-05-06,TRUE,TRUE,77,c,F,77,NA
16008,Surrender,2012-10-27,FALSE,TRUE,47,a,F,75,2015-04-01
16009,Death,2013-06-02,TRUE,FALSE,74,c,F,74,2017-04-21
16010,Active,2007-05-23,TRUE,TRUE,55,c,F,75,NA
16011,Active,2013-11-11,TRUE,TRUE,58,a,F,70,NA
16012,Active,2011-06-15,FALSE,FALSE,74,a,F,74,NA
16013,Active,2015-01-22,FALSE,FALSE,64,c,M,64,NA
16014,Active,2009-01-05,TRUE,FALSE,58,c,M,69,NA
16015,Active,2012-09-14,TRUE,TRUE,65,b,M,65,NA
16016,Active,2008-09-15,TRUE,TRUE,63,c,M,76,NA
16017,Active,2006-09-26,TRUE,TRUE,69,a,M,69,NA
16018,Active,2007-02-18,FALSE,FALSE,62,c,M,66,NA
16019,Active,2015-11-28,TRUE,TRUE,63,a,M,67,NA
16020,Active,2018-06-29,TRUE,TRUE,69,c,F,74,NA
16021,Active,2013-01-18,TRUE,TRUE,64,b,M,65,NA
16022,Active,2018-09-21,FALSE,TRUE,62,b,F,80,NA
16023,Active,2009-04-11,TRUE,TRUE,74,b,F,74,NA
16024,Active,2019-03-01,FALSE,FALSE,69,c,F,74,NA
16025,Death,2008-01-07,TRUE,FALSE,78,a,F,78,2014-10-03
16026,Active,2018-01-22,TRUE,FALSE,77,b,F,78,NA
16027,Active,2019-11-26,FALSE,TRUE,67,c,M,67,NA
16028,Active,2018-01-25,FALSE,FALSE,44,c,F,56,NA
16029,Death,2013-09-04,TRUE,TRUE,69,c,M,69,2015-08-11
16030,Surrender,2005-05-22,TRUE,FALSE,60,c,F,69,2018-10-04
16031,Active,2012-03-25,TRUE,TRUE,75,a,M,78,NA
16032,Death,2012-11-26,FALSE,TRUE,69,a,F,69,2019-11-09
16033,Active,2018-01-21,FALSE,FALSE,51,c,F,66,NA
16034,Death,2005-08-22,TRUE,TRUE,74,c,F,74,2016-07-22
16035,Surrender,2005-10-03,TRUE,TRUE,64,c,F,69,2016-06-25
16036,Death,2012-08-23,FALSE,TRUE,73,a,M,79,2017-08-27
16037,Surrender,2007-03-08,FALSE,FALSE,70,b,M,74,2018-02-09
16038,Active,2015-10-24,TRUE,TRUE,48,a,M,73,NA
16039,Active,2006-06-02,FALSE,FALSE,75,c,M,75,NA
16040,Active,2009-09-24,TRUE,FALSE,60,c,F,63,NA
16041,Active,2016-06-14,FALSE,FALSE,63,c,M,75,NA
16042,Active,2012-06-21,TRUE,TRUE,62,b,F,77,NA
16043,Active,2019-07-23,FALSE,FALSE,76,c,F,76,NA
16044,Active,2015-05-20,TRUE,TRUE,72,c,F,72,NA
16045,Active,2015-10-20,TRUE,TRUE,55,b,F,73,NA
16046,Active,2016-06-20,TRUE,FALSE,80,c,M,80,NA
16047,Active,2019-06-19,TRUE,TRUE,65,a,M,75,NA
16048,Active,2011-08-26,TRUE,FALSE,73,c,M,79,NA
16049,Active,2011-05-25,TRUE,TRUE,59,c,F,61,NA
16050,Active,2016-03-10,FALSE,TRUE,67,c,F,76,NA
16051,Active,2008-10-23,FALSE,FALSE,50,c,F,62,NA
16052,Active,2007-01-06,TRUE,FALSE,59,c,F,73,NA
16053,Active,2010-09-04,TRUE,TRUE,69,a,F,69,NA
16054,Active,2012-07-11,TRUE,TRUE,78,c,F,78,NA
16055,Active,2016-05-02,TRUE,FALSE,66,c,F,66,NA
16056,Active,2016-06-22,TRUE,TRUE,51,b,F,58,NA
16057,Active,2012-06-09,TRUE,FALSE,75,b,M,75,NA
16058,Surrender,2015-02-22,FALSE,FALSE,78,b,F,78,2016-05-10
16059,Active,2014-02-05,TRUE,TRUE,72,b,M,72,NA
16060,Active,2017-11-28,TRUE,FALSE,59,b,M,61,NA
16061,Active,2016-09-26,TRUE,TRUE,50,b,M,74,NA
16062,Surrender,2008-01-13,TRUE,TRUE,78,c,M,78,2012-06-20
16063,Active,2012-05-19,TRUE,FALSE,75,b,F,75,NA
16064,Active,2016-05-09,TRUE,FALSE,67,a,F,67,NA
16065,Active,2016-07-06,TRUE,TRUE,65,c,F,70,NA
16066,Active,2008-02-01,TRUE,FALSE,53,c,F,69,NA
16067,Surrender,2011-10-20,FALSE,FALSE,56,b,M,70,2014-02-26
16068,Surrender,2005-12-12,FALSE,TRUE,70,c,M,70,2016-04-10
16069,Active,2010-10-06,TRUE,TRUE,69,b,M,69,NA
16070,Active,2007-04-14,TRUE,FALSE,76,c,F,77,NA
16071,Surrender,2007-09-06,FALSE,TRUE,65,c,F,77,2019-01-13
16072,Active,2008-01-04,TRUE,TRUE,74,c,F,74,NA
16073,Active,2016-08-27,TRUE,TRUE,67,a,M,78,NA
16074,Active,2015-02-24,FALSE,TRUE,68,c,F,79,NA
16075,Surrender,2007-03-05,FALSE,TRUE,75,a,F,75,2017-05-04
16076,Active,2013-07-03,FALSE,TRUE,69,c,F,69,NA
16077,Active,2011-02-25,FALSE,FALSE,52,b,M,56,NA
16078,Active,2019-03-23,FALSE,FALSE,65,c,M,65,NA
16079,Active,2013-02-20,TRUE,FALSE,49,a,M,69,NA
16080,Active,2006-11-05,TRUE,TRUE,57,b,M,73,NA
16081,Death,2005-04-05,TRUE,TRUE,72,b,M,77,2013-09-28
16082,Active,2010-01-16,FALSE,FALSE,43,b,F,79,NA
16083,Active,2010-09-12,TRUE,TRUE,77,c,F,77,NA
16084,Active,2008-10-10,FALSE,TRUE,52,b,F,68,NA
16085,Active,2015-12-04,TRUE,FALSE,58,c,M,58,NA
16086,Active,2015-10-31,FALSE,FALSE,55,a,M,62,NA
16087,Active,2017-05-28,TRUE,FALSE,58,c,M,63,NA
16088,Active,2013-04-08,FALSE,TRUE,63,c,M,72,NA
16089,Active,2009-10-04,TRUE,FALSE,62,b,M,69,NA
16090,Active,2013-05-19,FALSE,TRUE,67,c,F,67,NA
16091,Active,2015-12-22,FALSE,FALSE,66,b,F,66,NA
16092,Active,2006-08-13,TRUE,TRUE,70,a,F,70,NA
16093,Active,2019-01-04,TRUE,FALSE,53,c,M,57,NA
16094,Active,2015-12-25,TRUE,TRUE,61,c,F,70,NA
16095,Active,2008-07-20,TRUE,TRUE,64,a,M,64,NA
16096,Active,2017-03-27,FALSE,FALSE,62,a,M,67,NA
16097,Active,2018-10-20,FALSE,FALSE,54,c,M,71,NA
16098,Active,2014-08-13,FALSE,TRUE,46,b,M,63,NA
16099,Active,2016-01-11,TRUE,FALSE,76,c,M,79,NA
16100,Active,2011-11-29,TRUE,FALSE,67,c,F,69,NA
16101,Active,2017-02-08,TRUE,FALSE,67,b,M,67,NA
16102,Active,2012-12-24,TRUE,TRUE,57,a,F,65,NA
16103,Active,2016-01-13,TRUE,TRUE,72,c,F,73,NA
16104,Active,2014-02-16,TRUE,FALSE,68,a,M,68,NA
16105,Active,2018-12-29,FALSE,TRUE,63,a,F,70,NA
16106,Active,2014-08-02,TRUE,FALSE,55,c,F,80,NA
16107,Surrender,2008-10-31,FALSE,FALSE,68,c,F,72,2018-11-11
16108,Active,2015-01-21,TRUE,FALSE,62,b,M,77,NA
16109,Active,2009-02-12,TRUE,FALSE,71,a,F,71,NA
16110,Active,2007-10-03,TRUE,TRUE,70,c,M,70,NA
16111,Active,2009-07-28,FALSE,TRUE,61,b,M,61,NA
16112,Active,2012-12-07,TRUE,FALSE,54,a,F,57,NA
16113,Active,2005-08-11,TRUE,FALSE,74,c,M,74,NA
16114,Surrender,2007-09-28,TRUE,FALSE,64,c,M,64,2016-08-18
16115,Active,2011-08-14,TRUE,FALSE,43,c,F,80,NA
16116,Active,2015-06-26,TRUE,FALSE,74,c,F,77,NA
16117,Active,2005-07-08,FALSE,TRUE,67,c,F,73,NA
16118,Surrender,2005-02-22,FALSE,FALSE,70,a,F,70,2016-03-10
16119,Active,2017-05-22,TRUE,TRUE,73,a,F,73,NA
16120,Active,2013-03-01,TRUE,TRUE,73,a,F,73,NA
16121,Active,2015-02-01,TRUE,TRUE,61,c,F,69,NA
16122,Surrender,2010-01-09,FALSE,TRUE,74,a,M,79,2015-03-27
16123,Active,2015-04-25,FALSE,FALSE,64,c,F,64,NA
16124,Active,2010-01-22,TRUE,FALSE,49,c,F,55,NA
16125,Death,2013-09-02,TRUE,FALSE,51,b,M,71,2017-01-31
16126,Active,2010-06-19,TRUE,TRUE,67,c,F,67,NA
16127,Active,2016-05-05,FALSE,TRUE,52,c,F,61,NA
16128,Active,2017-01-13,TRUE,FALSE,62,a,M,71,NA
16129,Death,2007-10-15,FALSE,TRUE,67,a,M,75,2018-07-06
16130,Active,2015-12-24,TRUE,FALSE,46,c,M,79,NA
16131,Active,2012-02-23,FALSE,TRUE,57,a,M,63,NA
16132,Active,2012-11-22,TRUE,TRUE,67,c,F,67,NA
16133,Surrender,2005-09-15,FALSE,TRUE,68,a,F,68,2017-11-14
16134,Active,2016-03-30,FALSE,FALSE,70,c,M,70,NA
16135,Active,2018-09-25,TRUE,FALSE,69,c,M,69,NA
16136,Death,2007-07-09,TRUE,TRUE,75,c,M,75,2009-02-09
16137,Active,2018-09-29,TRUE,TRUE,69,c,F,70,NA
16138,Active,2016-07-19,TRUE,FALSE,58,c,M,65,NA
16139,Active,2015-02-20,TRUE,FALSE,58,c,M,73,NA
16140,Active,2014-09-08,TRUE,TRUE,69,c,M,73,NA
16141,Surrender,2016-09-09,FALSE,FALSE,72,c,M,72,2020-01-18
16142,Death,2006-06-30,TRUE,TRUE,60,c,M,77,2011-02-25
16143,Active,2018-02-02,TRUE,TRUE,63,c,M,78,NA
16144,Active,2009-12-27,FALSE,FALSE,60,a,M,71,NA
16145,Active,2009-08-04,TRUE,TRUE,71,c,M,71,NA
16146,Active,2012-12-22,FALSE,TRUE,72,a,M,79,NA
16147,Surrender,2007-07-07,TRUE,TRUE,64,c,F,67,2017-11-16
16148,Death,2006-09-25,TRUE,FALSE,70,b,F,79,2010-08-18
16149,Active,2005-10-04,TRUE,TRUE,61,a,M,67,NA
16150,Surrender,2009-11-14,TRUE,TRUE,59,c,M,62,2014-11-03
16151,Active,2008-12-15,TRUE,FALSE,73,c,M,73,NA
16152,Active,2008-07-21,TRUE,TRUE,59,b,F,77,NA
16153,Active,2008-01-19,TRUE,FALSE,73,b,M,77,NA
16154,Surrender,2006-12-01,FALSE,TRUE,62,a,M,65,2012-04-10
16155,Surrender,2005-08-05,TRUE,TRUE,67,c,M,67,2013-02-16
16156,Active,2014-03-05,FALSE,TRUE,72,c,M,72,NA
16157,Active,2013-02-10,TRUE,FALSE,52,c,F,57,NA
16158,Active,2016-01-30,TRUE,FALSE,64,c,F,68,NA
16159,Active,2010-11-24,FALSE,TRUE,80,a,F,80,NA
16160,Active,2019-08-16,FALSE,FALSE,61,b,M,78,NA
16161,Death,2009-09-14,FALSE,TRUE,72,b,F,72,2011-09-15
16162,Active,2019-08-14,TRUE,TRUE,79,a,M,79,NA
16163,Active,2019-08-25,TRUE,FALSE,72,a,F,72,NA
